1740091019514786000, 4, humans, 1291, 523, 68, 202
1740091019514786000, 5, truck, 0, 239, 1337, 459
1740091019612888000, 0, vest, 1308, 554, 50, 69
1740091019612888000, 1, cover, 22, 334, 198, 269
1740091019612888000, 2, loads, 197, 312, 474, 266
1740091019612888000, 3, forklift, 336, 461, 275, 374
1740091019612888000, 4, humans, 1291, 523, 69, 202
1740091019612888000, 5, truck, 0, 239, 1337, 459
1740091019762166000, 0, vest, 1308, 554, 50, 69
1740091019762166000, 1, cover, 22, 334, 198, 270
1740091019762166000, 2, loads, 197, 312, 474, 266
1740091019762166000, 3, forklift, 337, 461, 276, 372
1740091019762166000, 4, humans, 1291, 523, 68, 202
1740091019762166000, 5, truck, 0, 239, 1337, 459
1740091019817746000, 0, vest, 1308, 554, 50, 69
1740091019817746000, 1, cover, 22, 334, 198, 270
1740091019817746000, 2, loads, 197, 312, 474, 265
1740091019817746000, 3, forklift, 337, 461, 276, 371
1740091019817746000, 4, humans, 1292, 523, 68, 202
1740091019817746000, 5, truck, 0, 239, 1337, 459
1740091019917319000, 0, vest, 1308, 554, 50, 69
1740091019917319000, 1, cover, 18, 334, 202, 270
1740091019917319000, 2, loads, 196, 313, 474, 265
1740091019917319000, 3, forklift, 339, 461, 275, 370
1740091019917319000, 4, humans, 1292, 523, 68, 202
1740091019917319000, 5, truck, 0, 239, 1337, 459
1740091020011208000, 0, vest, 1308, 554, 50, 69
1740091020011208000, 1, cover, 16, 334, 204, 270
1740091020011208000, 2, loads, 196, 313, 475, 265
1740091020011208000, 3, forklift, 344, 462, 270, 368
1740091020011208000, 4, humans, 1292, 523, 68, 202
1740091020011208000, 5, truck, 0, 239, 1337, 459
1740091020113465000, 0, vest, 1308, 554, 50, 69
1740091020113465000, 1, cover, 19, 334, 202, 270
1740091020113465000, 2, loads, 195, 313, 475, 265
1740091020113465000, 3, forklift, 349, 462, 267, 367
1740091020113465000, 4, humans, 1292, 523, 68, 202
1740091020113465000, 5, truck, 0, 239, 1337, 459
1740091020212868000, 0, vest, 1308, 554, 50, 69
1740091020212868000, 1, cover, 20, 334, 201, 269
1740091020212868000, 2, loads, 195, 313, 475, 265
1740091020212868000, 3, forklift, 352, 462, 265, 366
1740091020212868000, 4, humans, 1292, 523, 68, 202
1740091020212868000, 5, truck, 0, 239, 1336, 459
1740091020313089000, 0, vest, 1308, 554, 50, 70
1740091020313089000, 1, cover, 21, 334, 200, 269
1740091020313089000, 2, loads, 195, 313, 475, 264
1740091020313089000, 3, forklift, 354, 462, 263, 366
1740091020313089000, 4, humans, 1292, 523, 68, 202
1740091020313089000, 5, truck, 0, 239, 1336, 459
1740091020413477000, 0, vest, 1308, 553, 50, 70
1740091020413477000, 1, cover, 22, 334, 199, 269
1740091020413477000, 2, loads, 195, 313, 475, 264
1740091020413477000, 3, forklift, 357, 462, 261, 365
1740091020413477000, 4, humans, 1292, 523, 68, 202
1740091020413477000, 5, truck, 0, 239, 1336, 459
1740091020514653000, 0, vest, 1308, 553, 50, 70
1740091020514653000, 1, cover, 23, 334, 198, 269
1740091020514653000, 2, loads, 195, 313, 474, 264
1740091020514653000, 3, forklift, 358, 462, 261, 365
1740091020514653000, 4, humans, 1292, 523, 68, 201
1740091020514653000, 5, truck, 0, 239, 1336, 459
1740091020616170000, 0, vest, 1308, 553, 50, 70
1740091020616170000, 1, cover, 24, 334, 197, 269
1740091020616170000, 2, loads, 195, 313, 474, 264
1740091020616170000, 3, forklift, 359, 462, 260, 365
1740091020616170000, 4, humans, 1291, 523, 68, 201
1740091020616170000, 5, truck, 0, 239, 1336, 459
1740091020713248000, 0, vest, 1308, 553, 50, 70
1740091020713248000, 1, cover, 24, 334, 197, 269
1740091020713248000, 2, loads, 195, 312, 475, 265
1740091020713248000, 3, forklift, 359, 462, 260, 364
1740091020713248000, 4, humans, 1292, 523, 68, 201
1740091020713248000, 5, truck, 0, 238, 1336, 459
1740091020815420000, 0, vest, 1307, 553, 50, 70
1740091020815420000, 1, cover, 23, 334, 198, 269
1740091020815420000, 2, loads, 195, 313, 475, 264
1740091020815420000, 3, forklift, 359, 462, 260, 364
1740091020815420000, 4, humans, 1292, 523, 68, 201
1740091020815420000, 5, truck, 0, 238, 1336, 459
1740091020914767000, 0, vest, 1307, 553, 50, 70
1740091020914767000, 1, cover, 22, 334, 198, 269
1740091020914767000, 2, loads, 195, 313, 475, 263
1740091020914767000, 3, forklift, 360, 462, 259, 364
1740091020914767000, 4, humans, 1291, 523, 68, 201
1740091020914767000, 5, truck, 0, 238, 1337, 459
1740091021016395000, 0, vest, 1307, 553, 50, 70
1740091021016395000, 1, cover, 23, 334, 198, 269
1740091021016395000, 2, loads, 195, 313, 474, 264
1740091021016395000, 3, forklift, 361, 461, 258, 364
1740091021016395000, 4, humans, 1291, 523, 68, 201
1740091021016395000, 5, truck, 0, 239, 1337, 459
1740091021115714000, 0, vest, 1307, 553, 50, 70
1740091021115714000, 1, cover, 20, 333, 201, 270
1740091021115714000, 2, loads, 195, 311, 473, 265
1740091021115714000, 3, forklift, 362, 461, 257, 364
1740091021115714000, 4, humans, 1291, 523, 68, 201
1740091021115714000, 5, truck, 0, 239, 1337, 460
1740091021264705000, 0, vest, 1307, 553, 50, 70
1740091021264705000, 1, cover, 21, 333, 200, 270
1740091021264705000, 2, loads, 195, 310, 473, 267
1740091021264705000, 3, forklift, 362, 461, 256, 363
1740091021264705000, 4, humans, 1291, 523, 68, 201
1740091021264705000, 5, truck, 0, 239, 1337, 460
1740091021313659000, 0, vest, 1307, 553, 50, 70
1740091021313659000, 1, cover, 23, 333, 198, 269
1740091021313659000, 2, loads, 196, 309, 473, 268
